path,organisatie,productie,seizoen,persoon,gezelschap_QID,productie_QID,kunstenpunt_ID
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Sangsara/95-96/Untitled-1(foto Kurt van der Elst)jpg.jpg,Garden of delights,Sangsara,1995-1996,,Q54804581,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Woord virus/93-94/Untitled-1(foto onbekend).jpg,Garden of delights,Woord virus,1993-1994,,Q54804581,Q57502268,429821
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Woord virus/93-94/Untitled-2(foto onbekend).jpg,Garden of delights,Woord virus,1993-1994,,Q54804581,Q57502268,429821
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Woord virus/93-94/Untitled-3(foto onbekend).jpg,Garden of delights,Woord virus,1993-1994,,Q54804581,Q57502268,429821
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Woord virus/93-94/Untitled-4(foto onbekend).jpg,Garden of delights,Woord virus,1993-1994,,Q54804581,Q57502268,429821
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Woord virus/93-94/Untitled-5(foto onbekend).jpg,Garden of delights,Woord virus,1993-1994,,Q54804581,Q57502268,429821
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Garden of delights/Woord virus/93-94/Untitled-6(foto onbekend).jpg,Garden of delights,Woord virus,1993-1994,,Q54804581,Q57502268,429821
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gents Amusement/Gerard Van de Minard/Untitled-1(foto onbekend).jpg,Gents Amusement,Gerard Van de Minard,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gents Amusement/Kerk en kruis/Untitled-1(fotoonbekend)jpg.jpg,Gents Amusement,Kerk en kruis,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gents Amusement/Madam en Heuren Tammy/Untitled-1(foto onbekend)jpg.jpg,Gents Amusement,Madam en Heuren Tammy,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gezelschap Ronald van Rillaer/87-88/Het mannetje en de fluit/Untitled-1(foto onbekend).jpg,Gezelschap Ronald van Rillaer,Het mannetje en de fluit,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gezelschap Ronald van Rillaer/Het krisiskabaret/Untitled-1(foto onbekend).jpg,Gezelschap Ronald van Rillaer,Het krisiskabaret,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gezelschap Ronald van Rillaer/Onbekend/Untitled-1(foto onbekend).jpg,Gezelschap Ronald van Rillaer,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gezelschap Ronald van Rillaer/Onbekend/Untitled-2(foto onbekend).jpg,Gezelschap Ronald van Rillaer,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gezelschap Ronald van Rillaer/Onbekend/Untitled-3(foto onbekend).jpg,Gezelschap Ronald van Rillaer,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gezelschap Ronald van Rillaer/Onbekend/Untitled-4(foto onbekend).jpg,Gezelschap Ronald van Rillaer,Onbekend,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Gordijnen voor konijnen/2000-2001/Tik/Untitled-1(foto Jan Vernieuwe).jpg,Gordijnen voor konijnen,Tik,2000-2001,,Q54803472,Q57698536,435163
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Happy New Ears/2000-2001/Meneer, De Zot en Tkint/Untitled-1(foto Jef Byttebier).jpg",Happy New Ears,"Meneer, De Zot en Tkint",2000-2001,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Happy New Ears/2000-2001/Meneer, De Zot en Tkint/Untitled-2(foto Jef Byttebier).jpg",Happy New Ears,"Meneer, De Zot en Tkint",2000-2001,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Happy New Ears/2000-2001/Meneer, De Zot en Tkint/Untitled-3(foto Jef Byttebier).jpg",Happy New Ears,"Meneer, De Zot en Tkint",2000-2001,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Happy New Ears/2001-2002/Meneer, De Zot en Tkint/Untitled-1(foto Jef  Byttebier).jpg",Happy New Ears,"Meneer, De Zot en Tkint",2001-2002,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Happy New Ears/2001-2002/Meneer, De Zot en Tkint/Untitled-2(foto Jef Byttebier).jpg",Happy New Ears,"Meneer, De Zot en Tkint",2001-2002,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Happy New Ears/2001-2002/Meneer, De Zot en Tkint/Untitled-3(foto Jef Byttebier).jpg",Happy New Ears,"Meneer, De Zot en Tkint",2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Teiclinck/Ik dien/Untitled-2(foto onbekend).jpg,Herman Teiclinck,Ik dien,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Teiclinck/Oresteria/Untitled-1(foto onbekend).jpg,Herman Teiclinck,Oresteria,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Teiclinck/Spectacle sacré et profane/Untitled-1(foto onbekend).jpg,Herman Teiclinck,Spectacle sacré et profane,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Verbeeck/88-89/Kaas/Untitled-1(foto Ben van Duin).jpg,Herman Verbeeck,Kaas,1988-1989,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Verbeeck/88-89/Kaas/Untitled-2(foto Ben van Duin).jpg,Herman Verbeeck,Kaas,1988-1989,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Verbeeck/91-92/Banaan/Untitled-1(foto Kris Kuypers).jpg,Herman Verbeeck,Banaan,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herman Verbeeck/97-98/Her Bordeel van troje/Untitled-1(foto Patrick De Spiegelaere).jpg,Herman Verbeeck,Her Bordeel van troje,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Hermig de Weerdt/89-90/De eerste held/Untitled-1(foto Theo Audenaerd).jpg,Hermig de Weerdt,De eerste held,1989-1990,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Hermig de Weerdt/91-92/De roos van Cerzeto/Untitled-1(foto onbekend).jpg,Hermig de Weerdt,De roos van Cerzeto,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Hermig de Weerdt/91-92/De roos van Cerzeto/Untitled-2(foto Ilse Glorie).jpg,Hermig de Weerdt,De roos van Cerzeto,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herring/Albert Herring/1996-1997/Untitled-2 (foto onbekend).jpg,Herring,Albert Herring,1996-1997,,Q21004613,Q57507059,430902
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Herring/Albert Herring/1996-1997/Untitled-3 (foto onbekend).jpg,Herring,Albert Herring,1996-1997,,Q21004613,Q57507059,430902
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Affront/86-87/Papa kan ze kussen/Untitled-1(foto onbekend).jpg,Het Affront,Papa kan ze kussen,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Affront/95-96/De Verliefde Wolk/Untitled-1(foto onbekend).jpg,Het Affront,De Verliefde Wolk,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Affront/97-98/Knuffels !/Untitled-1(Marleen Peeters).jpg,Het Affront,Knuffels !,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Arsenaal/2002-2003/Kwartet/Untitled-1(foto Steven Massart).jpg,Het Arsenaal,Kwartet,2002-2003,,Q2178128,Q57501820,437103
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Arsenaal/2003-2004/Bij Jules en Alice/Untitled-1(foto Steven Massart).jpg,Het Arsenaal,Bij Jules en Alice,2003-2004,,Q2178128,Q57509703,437738
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Arsenaal/2003-2004/Een hut in de bergen/Untitled-1(foto Steven Massart).jpg,Het Arsenaal,Een hut in de bergen,2003-2004,,Q2178128,Q57513355,437927
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Arsenaal/2003-2004/Une Liaison Pornographique/Untitled-1(foto Steven Massart).jpg,Het Arsenaal,Une Liaison Pornographique,2003-2004,,Q2178128,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het begrip/onbekende seizoen/Untitled-1(foto onbekend).jpg,Het begrip,onbekende seizoen,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Bordes/94-95/Tu n'as pas trés bon caractère/Untitled-1(foto Ans Roels).jpg,Het Bordes,Tu n'as pas trés bon caractère,1994-1995,,Q54805057,Q57501583,430052
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/89-90/Mijn zoete junior/Untitled-1(Herman Selleslags).jpg,Het Gebroed,Mijn zoete junior,1989-1990,,Q54804685,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/89-90/Mijn zoete junior/Untitled-2(foto Herman Selleslags).jpg,Het Gebroed,Mijn zoete junior,1989-1990,,Q54804685,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/89-90/Mijn zoete junior/Untitled-3(foto Herman Selleslags).jpg,Het Gebroed,Mijn zoete junior,1989-1990,,Q54804685,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/93-94/interiors/Untitled-1(foto Tanja Vrancken).jpg,Het Gebroed,interiors,1993-1994,,Q54804685,Q57502790,429717
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/93-94/interiors/Untitled-2(foto Tanja Vrancken).jpg,Het Gebroed,interiors,1993-1994,,Q54804685,Q57502790,429717
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/96-97/Salut en lekt m in pan/Untitled-1(foto Alain Winnepenninckx).jpg,Het Gebroed,Salut en lekt m in pan,1996-1997,,Q54804685,Q57508054,430630
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gebroed/96-97/Salut en lekt m in pan/Untitled-2(foto Alain Winnepenninckx).jpg,Het Gebroed,Salut en lekt m in pan,1996-1997,,Q54804685,Q57508054,430630
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gerucht/92-93/Untitled-1(Foto Onbekend).jpg,Het Gerucht,,1992-1993,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gevolg/94-95/Untitled-1(foto Keoon).jpg,Het Gevolg,,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gevolg/94-95/Untitled-2(foto keoon).jpg,Het Gevolg,,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gevolg/94-95/Untitled-3(foto keoon).jpg,Het Gevolg,,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het Gevolg/94-95/Untitled-4(foto Keoon).jpg,Het Gevolg,,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-1(Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-2 (Foto Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-3( Foto Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-4( Foto onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-5 ( Foto Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-6( Foto Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-7(Foto Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het laxeermiddel/Untitled-8(Foto Onbekend).jpg,Het laxeermiddel,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het manifest/Verbroken geloften/Untitled-1(foto Jan Vernieuwe).jpg,Het manifest,Verbroken geloften,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2000-2001/De Ontmoeting met een mens is altijd afmattend/Untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,De Ontmoeting met een mens is altijd afmattend,2000-2001,,Q907677,Q57507439,435442
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2000-2001/Diep in  het bos/Untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,Diep in  het bos,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2000-2001/Diep in  het bos/Untitled-2(foto Peter De Windt).jpg,Het muziek Lod,Diep in  het bos,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2000-2001/Diep in  het bos/Untitled-3(foto Patrick De Spiegelaere).jpg,Het muziek Lod,Diep in  het bos,2000-2001,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2000-2001/Saint Jean Baptist, de garagist/Untitled-1(foto Patrick De Spiegelaere).jpg",Het muziek Lod,"Saint Jean Baptist, de garagist",2000-2001,,Q54804976,Q57513338,435400
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2000-2001/Vadria/Untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,Vadria,2000-2001,,Q33100623,Q57503148,435818
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Capture d'un caillot/Untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,Capture d'un caillot,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Capture d'un caillot/Untitled-2(foto Patrick De Spiegelaere).jpg,Het muziek Lod,Capture d'un caillot,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/De overstoming/Untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,De overstoming,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/De overstoming/Untitled-2(foto Patrick De Spiegelaere).jpg,Het muziek Lod,De overstoming,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/de tooverfluit/untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,de tooverfluit,2001-2002,,Q54911270,Q57698597,435919
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Diep in het bos/Untitled-1(foto Patrick De Spiegelaere).jpg,Het muziek Lod,Diep in het bos,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Vadria/Untitled-1(foto Peter Dewindt).jpg,Het muziek Lod,Vadria,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Vadria/Untitled-2(foto Peter Dewindt).jpg,Het muziek Lod,Vadria,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Zwarte vogels in de bomen/Untitled-1(foto Peter Dewindt).jpg,Het muziek Lod,Zwarte vogels in de bomen,2001-2002,,Q3200485,Q57504524,436583
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/2001-2002/Zwarte vogels in de bomen/Untitled-2(fotoPeter Dewindt)jpg.jpg,Het muziek Lod,Zwarte vogels in de bomen,2001-2002,,Q3200485,Q57504524,436583
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Allons les gars/Untitled-1(foto onbekend).jpg,Het muziek Lod,Allons les gars,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Allons les gars/Untitled-2(foto Dirk De Hooghe).jpg,Het muziek Lod,Allons les gars,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/De aftelling/Untitled-1(foto Digneffe Philippe).jpg,Het muziek Lod,De aftelling,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/De aftelling/Untitled-2(foto Digneffe Philippe).jpg,Het muziek Lod,De aftelling,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-1(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-2(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-3(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-4(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-5(c-Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-6(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-7(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/91-92/Ver van huis/Untitled-8(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,Ver van huis,1991-1992,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/92-93/De Pijl remorqueur à vapeur/Untitled-1(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,De Pijl remorqueur à vapeur,1992-1993,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/92-93/De Pijl remorqueur à vapeur/Untitled-2(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,De Pijl remorqueur à vapeur,1992-1993,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Het muziek Lod/92-93/De Pijl remorqueur à vapeur/Untitled-3(foto Corneel Maria Ryckerboer).jpg,Het muziek Lod,De Pijl remorqueur à vapeur,1992-1993,,,,
